"11/01/16 00:01:05" 87 19
"11/01/16 01:01:05" 84 18
"11/01/16 02:01:05" 84 18
"11/01/16 03:01:05" 84 18
"11/01/16 04:01:06" 84 18
"11/01/16 05:01:05" 84 18
"11/01/16 06:01:06" 84 18
"11/01/16 07:01:04" 84 18
"11/01/16 08:01:05" 84 20
"11/01/16 09:01:06" 84 18
"11/01/16 10:01:05" 84 19
"11/01/16 11:01:05" 84 22
"11/01/16 12:01:06" 84 19
"11/01/16 13:01:07" 84 19
"11/01/16 14:01:05" 84 18
"11/01/16 15:01:06" 81 18
"11/01/16 16:01:05" 84 18
"11/01/16 17:01:04" 81 18
"11/01/16 18:01:05" 81 18
"11/01/16 19:01:06" 81 18
"11/01/16 20:01:04" 81 17
"11/01/16 21:01:03" 81 17
"11/01/16 22:01:06" 117 17
"11/01/16 23:01:06" 105 19
"11/02/16 00:01:05" 105 20
"11/02/16 01:01:04" 105 18
"11/02/16 02:01:05" 108 17
"11/02/16 03:01:05" 114 17
"11/02/16 04:01:04" 126 17
"11/02/16 05:01:05" 141 17
"11/02/16 06:01:04" 159 17
"11/02/16 07:01:04" 177 17
"11/02/16 09:01:06" 207 17
"11/02/16 10:01:04" 222 17
"11/02/16 11:01:04" 234 17
"11/02/16 12:01:05" 243 18
"11/02/16 13:01:05" 249 18
"11/02/16 14:01:05" 290 18
"11/02/16 15:01:06" 293 18
"11/02/16 16:01:05" 293 17
"11/02/16 17:01:05" 293 17
"11/02/16 18:01:06" 293 17
"11/02/16 19:01:06" 293 18
"11/02/16 20:01:04" 293 18
"11/02/16 21:01:05" 293 17
"11/02/16 22:01:05" 296 18
"11/02/16 23:01:06" 299 20
"11/03/16 01:01:05" 311 21
"11/03/16 02:01:04" 317 22
"11/03/16 03:01:06" 320 22
"11/03/16 04:01:05" 323 19
"11/03/16 05:01:05" 323 19
"11/03/16 06:01:07" 320 19
"11/03/16 07:01:04" 320 18
"11/03/16 08:01:04" 320 20
"11/03/16 09:01:06" 320 18
"11/03/16 10:01:04" 320 18
"11/03/16 11:01:06" 320 18
"11/03/16 12:01:04" 320 19
"11/03/16 13:01:05" 323 19
"11/03/16 14:01:04" 323 19
"11/03/16 15:01:07" 323 25
"11/03/16 16:01:06" 323 19
"11/03/16 17:01:05" 320 18
"11/03/16 18:01:06" 320 19
"11/03/16 19:01:04" 320 19
"11/03/16 20:01:09" 320 18
"11/03/16 21:01:06" 320 19
"11/03/16 22:01:04" 323 18
"11/03/16 23:01:05" 323 18
"11/04/16 00:01:06" 323 18
"11/04/16 01:01:04" 323 18
"11/04/16 02:01:06" 323 18
"11/04/16 03:01:08" 323 18
"11/04/16 04:01:06" 326 18
"11/04/16 05:01:06" 326 18
"11/04/16 06:01:04" 323 18
"11/04/16 07:01:05" 326 18
"11/04/16 08:01:06" 323 20
"11/04/16 09:01:06" 326 18
"11/04/16 10:01:05" 323 18
"11/04/16 11:01:04" 323 19
"11/04/16 12:01:05" 323 19
"11/04/16 13:01:06" 323 19
"11/04/16 14:01:05" 320 18
"11/04/16 15:01:06" 317 18
"11/04/16 16:01:06" 317 18
"11/04/16 17:01:04" 317 17
"11/04/16 18:01:06" 314 17
"11/04/16 19:01:05" 314 17
"11/04/16 20:01:06" 314 17
"11/04/16 21:01:05" 314 17
"11/04/16 22:01:05" 314 17
"11/04/16 23:01:05" 314 17
"11/05/16 00:01:04" 311 16
"11/05/16 01:01:06" 311 16
"11/05/16 02:01:04" 311 16
"11/05/16 03:01:06" 311 16
"11/05/16 04:01:08" 311 16
"11/05/16 05:01:06" 308 16
"11/05/16 06:01:04" 308 16
"11/05/16 07:01:04" 308 16
"11/05/16 08:01:06" 308 16
"11/05/16 09:01:05" 308 16
"11/05/16 10:01:06" 305 17
"11/05/16 11:01:04" 305 17
"11/05/16 12:01:06" 305 17
"11/05/16 13:01:04" 305 17
"11/05/16 14:01:06" 305 17
"11/05/16 15:01:05" 302 18
"11/05/16 16:01:06" 302 17
"11/05/16 17:01:04" 302 17
"11/05/16 18:01:05" 302 17
"11/05/16 19:01:06" 299 16
"11/05/16 20:01:04" 299 16
"11/05/16 21:01:05" 296 16
"11/05/16 22:01:05" 299 16
"11/05/16 23:01:06" 296 16
"11/06/16 00:01:06" 296 16
"11/06/16 01:01:04" 296 16
"11/06/16 02:01:05" 296 16
"11/06/16 03:01:05" 293 16
"11/06/16 04:01:06" 293 16
"11/06/16 05:01:04" 293 16
"11/06/16 06:01:05" 293 16
"11/06/16 07:01:06" 293 16
"11/06/16 08:01:06" 293 16
"11/06/16 09:01:05" 293 16
"11/06/16 10:01:07" 293 16
"11/06/16 12:01:09" 293 17
"11/06/16 13:01:05" 293 17
"11/06/16 14:01:05" 293 17
"11/06/16 15:01:04" 293 17
"11/06/16 16:01:06" 293 17
"11/06/16 17:01:07" 293 17
"11/06/16 18:01:06" 293 17
"11/06/16 19:01:05" 293 17
"11/06/16 20:01:05" 293 17
"11/06/16 21:01:05" 293 17
"11/06/16 22:01:06" 293 17
"11/06/16 23:01:06" 293 17
"11/07/16 00:01:04" 293 17
"11/07/16 01:01:07" 293 17
"11/07/16 02:01:06" 293 17
"11/07/16 03:01:07" 293 17
"11/07/16 04:01:05" 293 17
"11/07/16 05:01:04" 293 17
"11/07/16 06:01:06" 293 17
"11/07/16 07:01:06" 293 17
"11/07/16 08:01:06" 293 17
"11/07/16 09:01:04" 293 17
"11/07/16 10:01:04" 293 17
"11/07/16 11:01:06" 293 17
"11/07/16 12:01:05" 293 17
"11/07/16 13:01:05" 293 17
"11/07/16 14:01:04" 293 17
"11/07/16 15:01:06" 293 17
"11/07/16 16:01:04" 293 17
"11/07/16 17:01:06" 293 18
"11/07/16 18:01:05" 293 18
"11/07/16 19:01:05" 293 18
"11/07/16 20:01:05" 293 18
"11/07/16 21:01:05" 293 18
"11/07/16 22:01:05" 293 18
"11/07/16 23:01:04" 293 18
"11/08/16 00:01:06" 293 18
"11/08/16 01:01:06" 293 18
"11/08/16 02:01:05" 293 18
"11/08/16 03:01:05" 293 18
"11/08/16 04:01:04" 293 18
"11/08/16 05:01:04" 293 18
"11/08/16 06:01:06" 293 18
"11/08/16 07:01:05" 293 18
"11/08/16 08:01:06" 290 19
"11/08/16 09:01:05" 290 18
"11/08/16 10:01:05" 290 18
"11/08/16 11:01:05" 290 20
"11/08/16 12:01:05" 255 21
"11/08/16 13:01:04" 252 22
"11/08/16 14:01:04" 252 21
"11/08/16 15:01:06" 252 21
"11/08/16 16:01:04" 249 19
"11/08/16 17:01:05" 249 18
"11/08/16 18:01:08" 246 18
"11/08/16 19:01:07" 246 21
"11/08/16 20:01:06" 246 18
"11/08/16 21:01:04" 243 18
"11/08/16 22:01:04" 243 19
"11/08/16 23:01:04" 240 19
"11/09/16 00:01:04" 240 21
"11/09/16 01:01:04" 240 19
"11/09/16 02:01:04" 240 19
"11/09/16 03:01:05" 237 19
"11/09/16 04:01:05" 237 19
"11/09/16 05:01:05" 234 19
"11/09/16 06:01:06" 234 18
"11/09/16 07:01:04" 231 18
"11/09/16 08:01:04" 231 19
"11/09/16 09:01:06" 228 18
"11/09/16 10:01:05" 228 18
"11/09/16 11:01:05" 225 19
"11/09/16 12:01:05" 225 19
"11/09/16 13:01:05" 225 19
"11/09/16 14:01:04" 222 19
